time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal
1687118278.500709554s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.532301232s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.564255905s,28.25,27.1875,27,26.1875,27.25,26.375
1687118278.596042581s,28.25,27.1875,27,26.1875,27.25,26.375
1687118278.629148243s,28.25,27.1875,27,26.1875,27.25,26.375
1687118278.66075592s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.692725593s,28.25,27.25,27,26.1875,27.25,26.3125
1687118278.72440027s,28.25,27.25,27,26.1875,27.25,26.3125
1687118278.756857938s,28.25,27.25,27,26.1875,27.25,26.3125
1687118278.78803262s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.820556288s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.852733959s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118278.884268637s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118278.916553307s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118278.948261984s,28.25,27.25,27,26.1875,27.25,26.3125
1687118278.980839651s,28.25,27.25,27,26.1875,27.25,26.3125
1687118279.012822324s,28.25,27.25,27,26.1875,27.25,26.3125
1687118279.044464001s,28.25,27.25,27,26.1875,27.25,26.3125
1687118279.076697672s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118279.108277349s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118279.140397021s,28.25,27.1875,27,26.1875,27.25,26.375
1687118279.172013698s,28.25,27.1875,27,26.1875,27.25,26.375
1687118279.203993372s,28.25,27.1875,27,26.1875,27.25,26.375
1687118279.236781037s,28.25,27.25,27,26.1875,27.25,26.375
1687118279.268733711s,28.25,27.25,27,26.1875,27.25,26.375
1687118279.300296388s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118279.332340061s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118279.364901728s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118279.396007411s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118279.428749076s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118279.46074575s,28.25,27.1875,27,26.1875,27.25,26.375
1687118279.492331427s,28.25,27.1875,27,26.1875,27.25,26.375
